,Job title,Job link,city,Seniority level,Employment type,Job function,Industries
817,Head of Data Science - Tetra Partner Network (TPN),https://www.linkedin.com/jobs/view/head-of-data-science-tetra-partner-network-tpn-at-tetrascience-3393350106?refId=9TLS4urQ5hcA4IKXQ%2Bdaow%3D%3D&trackingId=zH8njwW87jgCpYzAVLTDQA%3D%3D&position=21&pageNum=32&trk=public_jobs_jserp-result_search-card,"Boston, MA",Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
818,"Staff Scientist, Statistics and Data Analytics",https://www.linkedin.com/jobs/view/staff-scientist-statistics-and-data-analytics-at-arconic-3397776540?refId=9TLS4urQ5hcA4IKXQ%2Bdaow%3D%3D&trackingId=LUFVYTofQigsf6xYPylDfQ%3D%3D&position=22&pageNum=32&trk=public_jobs_jserp-result_search-card,"New Kensington, PA",Entry level,Full-time,"Research, Analyst, and Science",Mining
819,Python Data Engineer | Elite Hedge Fund,https://www.linkedin.com/jobs/view/python-data-engineer-elite-hedge-fund-at-selby-jennings-3387669519?refId=9TLS4urQ5hcA4IKXQ%2Bdaow%3D%3D&trackingId=IOkqEKFGkt7aqoIgIPZhPg%3D%3D&position=23&pageNum=32&trk=public_jobs_jserp-result_search-card,"New York, NY",Mid-Senior level,Full-time,"Engineering, Finance, and Information Technology","IT Services and IT Consulting, Software Development, and Financial Services"
820,Internship - Graduate Data Science Intern,https://www.linkedin.com/jobs/view/internship-graduate-data-science-intern-at-3m-3405544280?refId=9TLS4urQ5hcA4IKXQ%2Bdaow%3D%3D&trackingId=GjZ%2B6%2Bq8KHFhfS0yvkW6Tg%3D%3D&position=24&pageNum=32&trk=public_jobs_jserp-result_search-card,"Maplewood, MN",Internship,Full-time,Engineering and Information Technology,Industrial Machinery Manufacturing
821,"Senior Director, People Analytics",https://www.linkedin.com/jobs/view/senior-director-people-analytics-at-amtrak-3383529904?refId=9TLS4urQ5hcA4IKXQ%2Bdaow%3D%3D&trackingId=iBDCfOjX6x5N%2F9uXkXdWag%3D%3D&position=25&pageNum=32&trk=public_jobs_jserp-result_search-card,"Washington, DC",Director,Full-time,Human Resources and Management,Truck Transportation
822,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-vmware-3384163675?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=mw2R38zF4eYSYnULiMhH3Q%3D%3D&position=1&pageNum=33&trk=public_jobs_jserp-result_search-card,"Palo Alto, CA",Entry level,Full-time,Engineering and Information Technology,Software Development
823,Senior Data Scientist - AR/VR,https://www.linkedin.com/jobs/view/senior-data-scientist-ar-vr-at-walmart-global-tech-3393684318?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=e1Wa9JFlzrQDuejst76gPQ%3D%3D&position=2&pageNum=33&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Mid-Senior level,Full-time,Information Technology and Engineering,Software Development
824,Data Analyst (Power BI),https://www.linkedin.com/jobs/view/data-analyst-power-bi-at-gravity-it-resources-3390300608?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=u6J3WsCNHhnGDkes8oLdag%3D%3D&position=3&pageNum=33&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
825,Image Processing Scientist,https://www.linkedin.com/jobs/view/image-processing-scientist-at-videray-technologies-inc-3385042825?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=Dv5cHNz9Bpo%2BxxKp%2BJvNow%3D%3D&position=4&pageNum=33&trk=public_jobs_jserp-result_search-card,"Charlestown, RI",Not Applicable,Full-time,Engineering,"Technology, Information and Internet"
826,Engineering Data Scientist,https://www.linkedin.com/jobs/view/engineering-data-scientist-at-snap-inc-3391850818?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=8LcRt7tT3trOoipLBFl3cw%3D%3D&position=5&pageNum=33&trk=public_jobs_jserp-result_search-card,"Los Angeles, CA",Entry level,Full-time,Engineering and Information Technology,Software Development
827,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-jobot-3390113594?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=nZdXx2jqpQ9oYyiLvOKu1Q%3D%3D&position=6&pageNum=33&trk=public_jobs_jserp-result_search-card,"Austin, TX",Mid-Senior level,Full-time,Engineering and Information Technology,"Construction, Civil Engineering, and Industrial Machinery Manufacturing"
828,Python Data Engineer | Elite Hedge Fund,https://www.linkedin.com/jobs/view/python-data-engineer-elite-hedge-fund-at-selby-jennings-3387669519?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=MU4jEzu6y9M5bufPAoUHWg%3D%3D&position=7&pageNum=33&trk=public_jobs_jserp-result_search-card,"New York, NY",Mid-Senior level,Full-time,"Engineering, Finance, and Information Technology","IT Services and IT Consulting, Software Development, and Financial Services"
829,Head of Data Science - Tetra Partner Network (TPN),https://www.linkedin.com/jobs/view/head-of-data-science-tetra-partner-network-tpn-at-tetrascience-3393350106?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=E6HgvR0JwYuEOYNaRr739A%3D%3D&position=8&pageNum=33&trk=public_jobs_jserp-result_search-card,"Boston, MA",Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
830,"Staff Scientist, Statistics and Data Analytics",https://www.linkedin.com/jobs/view/staff-scientist-statistics-and-data-analytics-at-arconic-3397776540?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=oXDm1QmTYKtmLh7wB3RsKw%3D%3D&position=9&pageNum=33&trk=public_jobs_jserp-result_search-card,"New Kensington, PA",Entry level,Full-time,"Research, Analyst, and Science",Mining
831,Internship - Graduate Data Science Intern,https://www.linkedin.com/jobs/view/internship-graduate-data-science-intern-at-3m-3405544280?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=yAnZ5eYsn2ui1zz3unS2ZA%3D%3D&position=10&pageNum=33&trk=public_jobs_jserp-result_search-card,"Maplewood, MN",Internship,Full-time,Engineering and Information Technology,Industrial Machinery Manufacturing
832,"Senior Director, People Analytics",https://www.linkedin.com/jobs/view/senior-director-people-analytics-at-amtrak-3383529904?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=aQT9hnkriycfZmYCkqE5Kg%3D%3D&position=11&pageNum=33&trk=public_jobs_jserp-result_search-card,"Washington, DC",Director,Full-time,Human Resources and Management,Truck Transportation
833,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-aerojet-rocketdyne-3392200608?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=G5LEA3PJmIOEL3QUsOKB%2FA%3D%3D&position=12&pageNum=33&trk=public_jobs_jserp-result_search-card,"Los Angeles, CA",Entry level,Full-time,Engineering and Information Technology,Defense and Space Manufacturing
834,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380309206?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=oPc932qSru2HU%2BDsX6%2FFdg%3D%3D&position=13&pageNum=33&trk=public_jobs_jserp-result_search-card,"Houston, TX",Entry level,Full-time,Information Technology,Wellness and Fitness Services
835,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380309193?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=0W3LCV3sTtUxkBsvHajEgg%3D%3D&position=14&pageNum=33&trk=public_jobs_jserp-result_search-card,"Houston, TX",Entry level,Full-time,Information Technology,Wellness and Fitness Services
836,Data Analytics Engineer,https://www.linkedin.com/jobs/view/data-analytics-engineer-at-mercedes-benz-financial-services-usa-llc-3400903507?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=LVBpcC7ouXeGC1Ty7fj3%2FA%3D%3D&position=15&pageNum=33&trk=public_jobs_jserp-result_search-card,"Farmington Hills, MI",Entry level,Full-time,Information Technology,Financial Services
837,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-synergisticit-3395567096?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=lyCqEHKhRRcU9ltSOKtW3w%3D%3D&position=16&pageNum=33&trk=public_jobs_jserp-result_search-card,"Tallahassee, FL",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
838,Junior Machine Engineer,https://www.linkedin.com/jobs/view/junior-machine-engineer-at-synergisticit-3395566254?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=nHJKy9WwUDqizlmZzmTgEA%3D%3D&position=17&pageNum=33&trk=public_jobs_jserp-result_search-card,"Virginia Beach, VA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
839,Business Analyst,https://www.linkedin.com/jobs/view/business-analyst-at-morgan-morgan-p-a-3395398332?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=NtHzN4CMf%2FIdl2QNd2dfpQ%3D%3D&position=18&pageNum=33&trk=public_jobs_jserp-result_search-card,"Orlando, FL",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Legal Services
840,Summer IT & Data Science Internships,https://www.linkedin.com/jobs/view/summer-it-data-science-internships-at-tapestry-3370112710?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=1ChH9LvQMZmZl7Y3Wfqnfg%3D%3D&position=19&pageNum=33&trk=public_jobs_jserp-result_search-card,"New York, NY",Internship,Internship,Information Technology,"Retail Apparel and Fashion, Manufacturing, and Retail"
841,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-compunnel-inc-3390252021?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=blom2aFb5R7ml1u8xGLuJQ%3D%3D&position=20&pageNum=33&trk=public_jobs_jserp-result_search-card,"Cincinnati, OH",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
842,AI Model Engineer,https://www.linkedin.com/jobs/view/ai-model-engineer-at-acceler8-talent-3388327940?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=P8yWwnUgUWRbiR4vRHFTLw%3D%3D&position=21&pageNum=33&trk=public_jobs_jserp-result_search-card,San Francisco Bay Area,Mid-Senior level,Full-time,Engineering and Product Management,"Appliances, Electrical, and Electronics Manufacturing, Motor Vehicle Manufacturing, and Machinery Manufacturing"
843,Intern: Data Science,https://www.linkedin.com/jobs/view/intern-data-science-at-university-of-phoenix-3393397491?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=Rs75a1aGl6m1JrjZntVKzQ%3D%3D&position=22&pageNum=33&trk=public_jobs_jserp-result_search-card,"Phoenix, AZ",Internship,Full-time,Engineering and Information Technology,Higher Education
844,Director – Business Intelligence & Data Science,https://www.linkedin.com/jobs/view/director-%E2%80%93-business-intelligence-data-science-at-biospace-3385722748?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=sFzWGUaugxpuiksCRAJekQ%3D%3D&position=23&pageNum=33&trk=public_jobs_jserp-result_search-card,"North Chicago, IL",Director,Full-time,Business Development and Sales,Online Audio and Video Media
845,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380304690?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=%2BkPnpIBkXdf8H5JFSbzUiw%3D%3D&position=24&pageNum=33&trk=public_jobs_jserp-result_search-card,"Arlington, TX",Entry level,Full-time,Information Technology,Wellness and Fitness Services
846,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-cynet-systems-3391397540?refId=DKt65Jc0xw8GAaKm%2BDC%2Fcw%3D%3D&trackingId=LRiIlqclHMi05dxujUFQdA%3D%3D&position=25&pageNum=33&trk=public_jobs_jserp-result_search-card,"Sunnyvale, CA",Entry level,Contract,Information Technology,IT Services and IT Consulting
847,Data Analytics Analyst,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-hire-resolve-international-3397466823?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=IHo%2BHU2tx08S0P8XMHwkAQ%3D%3D&position=1&pageNum=34&trk=public_jobs_jserp-result_search-card,"Arlington, VA",Not Applicable,Full-time,Finance,"Technology, Information and Internet"
848,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380305488?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=X1XE%2BwYDUqvYHuzb5tWQow%3D%3D&position=2&pageNum=34&trk=public_jobs_jserp-result_search-card,"Cincinnati, OH",Entry level,Full-time,Information Technology,Wellness and Fitness Services
849,Grad Intern - R&D (ML for Proteins) (Remote),https://www.linkedin.com/jobs/view/grad-intern-r-d-ml-for-proteins-remote-at-biospace-3392904978?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=yyrYYO996kWOXs4SSOUt0g%3D%3D&position=3&pageNum=34&trk=public_jobs_jserp-result_search-card,San Francisco Bay Area,Internship,Full-time,"Research, Analyst, and Information Technology",Online Audio and Video Media
850,"Associate Product Manager, New Graduate",https://www.linkedin.com/jobs/view/associate-product-manager-new-graduate-at-duolingo-3384740937?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=xJ0UOT2LePMhoiQWas8HZQ%3D%3D&position=4&pageNum=34&trk=public_jobs_jserp-result_search-card,"Pittsburgh, PA",Entry level,Full-time,Product Management and Marketing,"Technology, Information and Internet"
851,Quantitative Researcher,https://www.linkedin.com/jobs/view/quantitative-researcher-at-radley-james-3399260191?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=Xjk3GN8hVz9cd3rNMPjXkw%3D%3D&position=5&pageNum=34&trk=public_jobs_jserp-result_search-card,San Francisco Bay Area,Entry level,Full-time,"Finance, Information Technology, and Research","IT Services and IT Consulting, Software Development, and Financial Services"
852,Data Visualization Specialist (freelance/contract),https://www.linkedin.com/jobs/view/data-visualization-specialist-freelance-contract-at-vert-digital-3399371075?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=TfbsMwhdFD%2BDK%2F0sYzV2wA%3D%3D&position=6&pageNum=34&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Mid-Senior level,Contract,Information Technology,Internet Publishing
853,VP of Data Science: Remote position -  $250k  + 20% bonus!,https://www.linkedin.com/jobs/view/vp-of-data-science-remote-position-%24250k-%2B-20%25-bonus%21-at-data-revolution-3378333356?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=2zHQM2dApXM2kQ5FJUpJnQ%3D%3D&position=7&pageNum=34&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting
854,Data Analytics Analyst,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-hire-resolve-international-3397467799?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=A%2BjXNbYWyvfafOlO5WnlNw%3D%3D&position=8&pageNum=34&trk=public_jobs_jserp-result_search-card,"Las Vegas, NV",Not Applicable,Full-time,Finance,"Technology, Information and Internet"
855,"Data Engineer - Python Optimization, Pyspark",https://www.linkedin.com/jobs/view/data-engineer-python-optimization-pyspark-at-archer-it-3400980868?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=WGN1hvegbISQJofyfn1wCA%3D%3D&position=9&pageNum=34&trk=public_jobs_jserp-result_search-card,"Jersey City, NJ",Mid-Senior level,Contract,Information Technology,Financial Services
856,Python Developer (Remote),https://www.linkedin.com/jobs/view/python-developer-remote-at-syrinx-consulting-3405502862?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=ODSse2wvmBxsn0HyquF11A%3D%3D&position=10&pageNum=34&trk=public_jobs_jserp-result_search-card,"Massachusetts, United States",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
857,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380305463?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=24%2Fv%2FfNK6zo86Z48yaLNWA%3D%3D&position=11&pageNum=34&trk=public_jobs_jserp-result_search-card,"Cleveland, OH",Entry level,Full-time,Information Technology,Wellness and Fitness Services
858,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-synergisticit-3405508320?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=SEBo%2FvnYHNaNaTLL2ww2qA%3D%3D&position=12&pageNum=34&trk=public_jobs_jserp-result_search-card,"Athens, GA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
859,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380303809?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=Eiz3sk0ZDRiVpel%2BE0tTVA%3D%3D&position=13&pageNum=34&trk=public_jobs_jserp-result_search-card,"Greensboro, NC",Entry level,Full-time,Information Technology,Wellness and Fitness Services
860,Technical Internship - Machine Learning - 42060BR,https://www.linkedin.com/jobs/view/technical-internship-machine-learning-42060br-at-synopsys-inc-3388764450?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=fc5paSNo7FUBg2QQJ3Gdnw%3D%3D&position=14&pageNum=34&trk=public_jobs_jserp-result_search-card,"Mountain View, CA",Internship,Temporary,Information Technology and Engineering,"Computer Hardware Manufacturing, Software Development, and Semiconductor Manufacturing"
861,"Software Engineer II, AI Research",https://www.linkedin.com/jobs/view/software-engineer-ii-ai-research-at-dataminr-3400908566?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=EUeIDTZAxK9jcW2VkAmncA%3D%3D&position=15&pageNum=34&trk=public_jobs_jserp-result_search-card,"New York, NY",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
862,Data Analytics Analyst,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-hire-resolve-international-3397469790?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=0egophvuM0SepXYq8gxexw%3D%3D&position=16&pageNum=34&trk=public_jobs_jserp-result_search-card,"Charleston, SC",Not Applicable,Full-time,Finance,"Technology, Information and Internet"
863,"Software Engineer, Machine Learning and Artificial Intelligence",https://www.linkedin.com/jobs/view/software-engineer-machine-learning-and-artificial-intelligence-at-mashgin-3398113275?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=fy3mhQzi4mo0M985nGNIiQ%3D%3D&position=17&pageNum=34&trk=public_jobs_jserp-result_search-card,"Palo Alto, CA",Entry level,Full-time,Engineering and Information Technology,Software Development
864,Intern: Data Engineer (Summer 2023),https://www.linkedin.com/jobs/view/intern-data-engineer-summer-2023-at-volvo-group-3389738852?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=A8Z5my90lXxou00R0r6RNw%3D%3D&position=18&pageNum=34&trk=public_jobs_jserp-result_search-card,"Greensboro, NC",Not Applicable,Internship,Information Technology,"Transportation, Logistics, Supply Chain and Storage, Motor Vehicle Manufacturing, and Truck Transportation"
865,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-advanced-regenerative-manufacturing-institute-armi-biofabusa-3395734269?refId=iPLjBkQFsoLfQGmd%2BlyhUA%3D%3D&trackingId=otvOBqC6tqSNSlOujbBVNg%3D%3D&position=19&pageNum=34&trk=public_jobs_jserp-result_search-card,"Manchester, NH",Entry level,Full-time,Engineering and Information Technology,Biotechnology Research
